Artist,Listeners,Peak,Peak_Listeners
LONOWN,"5,266,661",2243,"5,266,661"
TJ Monterde,"5,258,277",1605,"6,872,616"
Madan Mohan,"5,258,097",1869,"5,903,897"
T3R Elemento,"5,254,812",1787,"6,223,831"
LeeHi,"5,253,938",2147,"5,563,985"
Bread,"5,253,376",1915,"5,854,332"
Flowdan,"5,252,353",1368,"7,166,871"
Surfaces,"5,252,017",1043,"8,336,270"
MC Davo,"5,251,223",1650,"6,251,929"
G.A,"5,248,167",2246,"5,254,583"
Celeste,"5,245,172",2253,"5,245,172"
"Grover Washington, Jr.","5,244,926",1459,"6,401,046"
Stardust,"5,237,821",2176,"5,361,221"
Mc Luki,"5,235,477",975,"9,620,064"
Rio Romeo,"5,233,803",1270,"7,676,248"
Edicion Especial,"5,224,854",2258,"5,224,854"
Zeeba,"5,221,637",1860,"5,744,264"
Dani Flow,"5,217,475",477,"16,155,643"
Grupo Bryndis,"5,216,365",2170,"5,332,276"
Kevin Gates,"5,213,105",1347,"6,599,566"
NATHY PELUSO,"5,211,292",1341,"7,298,986"
Scythermane,"5,208,321",2264,"5,208,321"
Chelsea Cutler,"5,199,226",968,"8,088,113"
Sinéad O'Connor,"5,196,693",939,"9,208,047"
Jaden Bojsen,"5,195,692",2267,"5,195,692"
Pentatonix,"5,194,062",114,"38,015,211"
Wajid,"5,193,509",2262,"5,208,849"
Slowboy,"5,192,484",1383,"6,864,811"
Berlin,"5,190,799",1399,"7,621,746"
Dr. Dog,"5,188,886",1953,"5,759,566"
Wu-Tang Clan,"5,183,871",1419,"6,402,931"
Borges,"5,176,579",914,"9,916,820"
Helsloot,"5,174,483",1299,"8,096,449"
Astrid S,"5,173,463",1034,"8,152,622"
Jet,"5,171,346",1229,"8,538,549"
Lou Reed,"5,167,954",1862,"5,980,714"
Sertab Erener,"5,164,236",2146,"5,597,367"
Traia Véia,"5,163,929",1306,"8,085,987"
Alonzo,"5,163,467",1875,"5,692,989"
Shefali Alvares,"5,163,000",2282,"5,163,000"
Ivy Queen,"5,161,726",1120,"8,638,673"
Erik Satie,"5,161,050",1832,"5,685,950"
Westlife,"5,158,696",1466,"5,880,391"
Huey Lewis & The News,"5,152,057",1624,"6,595,981"
Diego Verdaguer,"5,151,966",1906,"5,396,332"
Steppenwolf,"5,149,606",1656,"5,876,307"
CJ,"5,135,350",1576,"6,122,202"
Sickick,"5,132,241",1462,"5,825,279"
Victor Cibrian,"5,130,688",1592,"6,736,594"
Legião Urbana,"5,126,322",2200,"5,281,037"
Isadora Pompeo,"5,125,216",1558,"6,605,248"
Anvita Dutt Guptan,"5,123,882",1844,"6,171,071"
Staind,"5,123,584",1933,"5,677,560"
Puddle Of Mudd,"5,121,799",2187,"5,121,939"
BossMan Dlow,"5,120,957",1976,"5,847,022"
Lefty Sm,"5,116,626",996,"8,808,088"
Kavinsky,"5,114,228",1782,"6,278,709"
IV Of Spades,"5,111,295",1926,"6,071,006"
W Sound,"5,109,847",1271,"8,353,500"
DJ Miller Oficial,"5,109,143",2302,"5,109,143"
Kid Rock,"5,108,367",1249,"8,198,155"
Leon Thomas,"5,108,073",2304,"5,108,073"
Seal,"5,106,307",1697,"6,219,877"
Josh Turner,"5,105,208",1778,"6,028,032"
Mc Pretchako,"5,103,238",846,"10,888,156"
Fatboy Slim,"5,101,292",1083,"7,929,652"
Mumuzinho,"5,095,522",2194,"5,489,888"
Jessi Uribe,"5,095,313",2279,"5,226,311"
Malaysia Vasudevan,"5,095,192",1427,"7,648,535"
Edwin Luna y La Trakalosa de Monterrey,"5,094,777",1751,"6,013,537"
Salastkbron,"5,094,744",2142,"5,331,015"
Pretenders,"5,094,121",704,"12,970,702"
Arivu,"5,093,676",1988,"5,789,865"
Paul Anka,"5,087,437",2026,"5,738,470"
Lou Bega,"5,085,983",1924,"5,819,207"
Isaiah Rashad,"5,084,984",1990,"5,469,325"
Rampa,"5,082,864",2304,"5,104,382"
Pailita,"5,079,045",585,"11,280,046"
Marca MP,"5,078,256",936,"8,788,069"
Aleyna Tilki,"5,076,049",2322,"5,076,049"
Chord Overstreet,"5,074,459",1615,"5,835,877"
Desi Crew,"5,073,422",2108,"5,461,697"
Herencia De Grandes,"5,070,775",2325,"5,070,775"
Pinegrove,"5,067,638",2112,"5,376,037"
Third Eye Blind,"5,064,211",1682,"6,673,036"
Tim Maia,"5,064,021",2280,"5,233,934"
noturgf,"5,059,909",1390,"7,498,130"
Ely Oaks,"5,056,318",2330,"5,056,318"
t.A.T.u.,"5,053,905",1884,"5,330,975"
Happy Asmara,"5,051,264",2250,0
JAWNY,"5,050,626",2034,"5,506,676"
Haley Reinhart,"5,046,825",1600,"5,869,986"
Mi Banda El Mexicano,"5,046,652",2200,"5,445,863"
GORDÃO DO PC,"5,043,170",1746,"5,759,303"
Wall Hein,"5,043,106",990,"8,785,923"
Orange & Lemons,"5,042,575",2245,"5,294,602"
Mc Lipi,"5,037,808",1299,"7,701,395"
The Foundations,"5,036,338",1373,"7,655,986"
Maddix,"5,035,712",1829,"5,961,919"
ANNA,"5,031,496",1592,"6,638,607"
Dexys Midnight Runners,"5,030,095",1820,"5,989,339"
Bruno Martini,"5,029,977",1643,"6,004,945"
Lil Jon & The East Side Boyz,"5,029,420",1705,"6,180,160"
Crazy Town,"5,029,253",2312,"5,052,511"
Monica,"5,029,151",1037,"9,499,309"
Harish Raghavendra,"5,027,965",2254,"5,035,363"
deadmau5,"5,024,458",1302,"6,583,562"
Lil Tracy,"5,023,353",1858,"5,723,519"
Vansire,"5,018,619",953,"10,173,847"
Tribalistas,"5,017,280",2351,"5,054,600"
Kamal Khan,"5,017,110",2353,"5,017,110"
Caio Luccas,"5,016,815",1815,"5,867,160"
Tempoe,"5,016,234",1406,"7,479,721"
Sérgio Mendes,"5,014,458",1937,"5,781,366"
DJ ALEX,"5,014,166",2357,"5,014,166"
Sir Mix-A-Lot,"5,013,850",2289,"5,093,885"
Héctor Lavoe,"5,012,876",1881,"6,264,780"
Kunal Ganjawala,"5,010,433",2347,"5,026,036"
Aaron Modesto,"5,008,005",2361,"5,008,005"
Lary Over,"5,006,650",1925,"5,639,719"
That Mexican OT,"5,004,889",1505,"6,919,201"
Mc Brinquedo,"5,002,756",1515,"7,089,409"
AVAION,"5,001,954",2078,"5,025,479"
Justine Skye,"5,001,906",539,"11,860,302"
Run–D.M.C.,"5,001,010",778,"12,287,052"
Mobb Deep,"5,000,684",1719,"5,543,630"
Jamie Foxx,"5,000,389",1751,"5,602,271"
El Jordan 23,"4,997,935",777,"11,031,020"
ian,"4,996,233",1752,"6,415,848"
"Sergio Vega ""El Shaka""","4,995,967",2372,"5,083,662"
Kalyanji-Anandji,"4,994,888",2373,"4,994,888"
James Taylor,"4,993,198",1458,"6,495,651"
José González,"4,992,721",1772,"6,272,255"
Natiruts,"4,991,171",2221,"5,020,116"
Mareux,"4,990,700",1486,"5,801,197"
Traditional,"4,990,148",812,"10,919,658"
Jordin Sparks,"4,989,896",1761,"6,372,667"
Andra & The Backbone,"4,986,296",2052,"5,390,159"
Emiway Bantai,"4,983,879",2123,0
Rednex,"4,979,228",2345,"5,089,121"
YSY A,"4,978,114",1349,"7,331,237"
Damiano David,"4,975,773",2384,"4,975,773"
S.P. Charan,"4,974,362",2139,"5,113,582"
Young Dolph,"4,973,013",1541,"6,649,397"
Polimá Westcoast,"4,968,281",415,"14,509,409"
Pooh Shiesty,"4,967,420",1878,"5,476,128"
Hev Abi,"4,967,362",1611,"6,643,343"
Jex,"4,966,959",2390,"4,966,959"
Ana Mena,"4,966,910",1322,"8,059,640"
LEGADO 7,"4,965,447",2347,"5,190,141"
Bipolar Sunshine,"4,960,228",2294,"4,960,228"
Sofia Carson,"4,959,736",1499,"6,965,782"
Kaká e Pedrinho,"4,959,173",2288,"5,245,895"
Arsy Widianto,"4,957,042",1394,"7,548,522"
Emanero,"4,956,077",2161,"5,342,940"
CRO,"4,952,898",1567,"6,167,724"
John Mellencamp,"4,952,030",1308,"7,110,678"
No Te Va Gustar,"4,950,081",2143,"5,288,198"
Nadhif Basalamah,"4,946,918",1084,"8,605,313"
Lucky Brown,"4,945,009",1944,"5,504,257"
Sheck Wes,"4,944,019",1286,"6,857,387"
Talha Anjum,"4,942,595",2404,"4,942,595"
Philharmonia Orchestra,"4,937,012",2307,"5,150,214"
Maite Perroni,"4,935,860",1175,"6,883,353"
Dj Luan Gomes,"4,934,872",1034,"9,285,674"
Unnikrishnan,"4,930,273",2318,"5,077,281"
Yasmin Santos,"4,926,985",2251,"5,192,641"
Hale,"4,924,561",2408,"4,924,561"
Pirlo,"4,924,050",1732,"6,293,656"
MC L da Vinte,"4,921,494",1793,"5,204,483"
Whitesnake,"4,920,243",1605,"5,797,174"
Tungevaag,"4,917,734",1246,"6,968,091"
AnnenMayKantereit,"4,917,246",1380,"6,211,064"
Chris Grey,"4,917,164",2164,"5,345,274"
Kristin Chenoweth,"4,916,864",1258,"8,550,082"
Bone Thugs-N-Harmony,"4,915,898",1254,"6,586,218"
Dulce María,"4,914,872",1191,"6,809,255"
Ajaxx,"4,913,850",1224,"6,928,166"
Maverick Sabre,"4,909,540",2027,"5,749,146"
Jenni Rivera,"4,908,926",1939,"6,105,963"
Hande Yener,"4,906,527",1843,"5,935,860"
Antônio Carlos Jobim,"4,905,973",2306,"5,076,036"
The Rare Occasions,"4,905,875",1444,"7,307,176"
OFFICIAL HIGE DANDISM,"4,903,752",1603,"5,824,917"
Revol,"4,900,103",2041,"5,542,463"
MC Meno K,"4,898,608",2422,"4,898,608"
Kina,"4,897,319",1115,"7,274,585"
Mike WiLL Made-It,"4,889,460",1118,"8,130,359"
Björn Skifs,"4,886,474",1809,"5,970,638"
Josh Meloy,"4,884,828",2012,"5,666,382"
Exaltasamba,"4,883,641",2328,"5,135,597"
Amy Macdonald,"4,882,464",1854,"5,834,735"
Kelis,"4,879,952",1746,"5,805,954"
Alex Gargolas,"4,879,681",1956,"5,679,830"
IU,"4,878,932",901,"8,805,240"
Gabriela Rocha,"4,878,508",2093,"5,252,644"
Justin Hurwitz,"4,876,384",1833,"5,867,268"
6arelyhuman,"4,872,195",1418,"7,314,583"
Don Henley,"4,871,696",1657,"6,129,075"
KSHMR,"4,871,225",1187,"7,488,809"
Nina Chuba,"4,870,006",1538,"5,671,256"
Gülşen,"4,869,648",1746,"6,209,633"
Deepthi Suresh,"4,867,662",1560,"7,096,525"
Tion Wayne,"4,867,571",902,"8,886,575"
NCTS,"4,859,186",2447,"4,859,186"
Dakota,"4,859,058",2221,"5,020,825"
Trap Capos,"4,858,227",2173,"5,381,450"
Original Broadway Cast of Hamilton,"4,857,558",2450,"4,857,558"
PLK,"4,856,211",1706,"6,275,439"
Gurpreet Saini,"4,853,743",1396,"7,646,627"
Rionegro & Solimões,"4,850,363",2287,"5,230,342"
BK,"4,849,116",2228,"5,324,616"
Lvbel C5,"4,846,293",1609,"6,661,995"
Lay Bankz,"4,845,759",322,"21,228,325"
Cuco,"4,845,741",1346,"6,374,023"
Kardinal Offishall,"4,844,892",2419,"4,861,609"
Gustavo Cerati,"4,844,276",2146,"5,144,935"
Enya,"4,843,891",2097,"5,701,331"
Srinivas,"4,842,743",2402,"4,842,743"
Rafaga,"4,841,755",1847,"5,737,023"
Aleks Syntek,"4,841,511",2010,"5,020,305"
Soap&Skin,"4,839,974",2172,"5,407,528"
Zezé Di Camargo & Luciano,"4,839,696",2345,"5,113,258"
Au/Ra,"4,839,094",1194,"6,859,938"
Fernando & Sorocaba,"4,835,242",1458,"7,056,951"
Kris R.,"4,830,735",2468,"4,830,735"
Mike Bahía,"4,827,163",1369,"6,457,022"
Safri Duo,"4,826,132",1829,"5,753,628"
Nagalli,"4,825,954",1179,"8,367,397"
Skank,"4,825,569",2137,"5,005,881"
Era7capone,"4,824,160",2344,"5,172,709"
RAF Camora,"4,823,099",1336,"6,677,495"
Jin,"4,819,928",1247,"8,616,182"
Djavan,"4,818,376",2159,"5,416,004"
Fast & Furious: The Fast Saga,"4,817,921",280,"20,526,487"
Ravi Basrur,"4,816,666",1813,"4,969,465"
Rubén Blades,"4,813,858",2145,"4,967,844"
Fidel Rueda,"4,812,731",2421,"5,050,215"
Los Angeles De Charly,"4,810,478",2378,"5,073,183"
Joe Arroyo,"4,809,420",2207,"5,477,901"
Mijares,"4,808,760",1390,"7,603,339"
Mc Pogba,"4,806,691",2068,"5,658,886"
Kita Alexander,"4,806,657",2105,"5,535,229"
Yorushika,"4,802,247",1940,"5,675,786"
Caetano Veloso,"4,801,839",2251,"4,901,288"
Deva,"4,800,532",2168,"5,368,809"
RJ Pasin,"4,799,817",2463,"4,913,021"
Chuyin,"4,799,091",2097,"5,602,090"
Salve Malak,"4,798,722",1309,"7,138,958"
Tom Morello,"4,797,066",1585,"6,607,225"
Drowning Pool,"4,792,689",2102,"5,450,982"
Johannes Brahms,"4,789,882",2268,"5,177,652"
Raim Laode,"4,789,494",913,"8,878,058"
JT,"4,788,623",1300,"7,283,189"
Omega,"4,788,615",1062,"8,303,230"
Vijay,"4,787,401",2082,"5,572,008"
GEE LEE,"4,786,528",2276,"4,978,538"
Andy Rivera,"4,783,428",1399,"6,004,762"
